address,lifetime,most_active_day,activity_days,in_vs_out,num_in,num_out,addresses_in_out,median_delay,mean_delay,max_delay,min_delay,total_sent,total_recv,avg_out,avg_in,max_diff,class
17ThfiJQr197K4Lbtg7WTMhEpxEQ7ti25p,8563680,"('2011-06-10', 3)",54,4.636363636,51,11,60,58876,65426,132912,9874,132.89,132.89,12.08090909,2.605686275,132.89,0
17CtN1gFVqgzHLQcYkR4TmLBRj8FHqjdF1,9512225,"('2011-04-08', 15)",28,6.777777778,61,9,67,212920,175653.8,312115,0,64.55,64.55,7.172222222,1.058196721,64.55,0
1Mz6PNnCJ1cwVK3qaH66QtCko5oNaHN4a,18192611,"('2010-09-01', 9)",24,2.214285714,31,14,67,27906,186050.2222,880347,6088,10.31,10.31,0.736428571,0.332580645,10.31,0
1Nnyafvgjpk4856yGvHABNgqteWJqpTz6,198643679,"('2012-07-24', 2)",87,1.638888889,59,36,67,1032746,1706784,19077501,3690,149.199,149.206701,4.144416667,2.528927136,149.206701,0
1KF3PHr6H9UYFQ4brK6K4f2gfXitZGJybo,33270,"('2010-11-15', 384)",1,21.58823529,367,17,37,0,36.516908,1934,0,42.78,42.78,2.516470588,0.116566757,42.78,0
1LBJYJ7e92mS5HViGQzm6mDHxMBE2Fzvcp,26522148,"('2011-04-20', 100)",49,8.208333333,591,72,67,568,10759,31709,0,153780.4305,153780.4305,1399.728201,170.5252631,111780.4305,0
1QAzVbe31UHd6ymqBnJhyi1uhoM5cBK1KS,1150962,"('2011-05-24', 19)",14,17.25,138,8,67,7082,9243.714286,19538,3951,48.8,48.8,6.1,0.353623188,48.8,0
1CXQsFKmYvrRGiZsu2EUKKatGyA4X4QKc1,3238644,"('2011-01-27', 25)",14,2.074074074,56,27,67,4300.5,8436.25,33205,826,2.8,2.8,0.103703704,0.05,2.8,0
19Gfq7MYXA5UnKYdJWuXtjKGF9z9Bi1kRk,3883621,"('2011-06-10', 3)",16,3,21,7,67,4878,16486.4,37781,1475,49.84,49.84,7.12,2.373333333,49.84,0
14XkCPbQ7GdarpYF3JF1uxjDo2YJzbV9ba,273201,"('2011-01-24', 25)",4,1.133333333,17,15,67,1275,2628,12242,0,0.22,0.22,0.014666667,0.012941176,0.22,0
1NCyiXhCHxMMsG9SbcugpsPnCmLxbvGsu5,31392503,"('2011-05-29', 7)",45,54,54,1,37,1245583,1245583,1245583,1245583,0.10408354,22.81152372,0.01408354,0.420768958,22.72152372,0
1PiA81Lc4rReeaZ3HuKNzLVpFdbQ6g32bE,5209523,"('2011-06-14', 6)",29,4.222222222,38,9,65,12179.5,14983.375,27878,7165,131.2280435,131.2280435,14.58089372,3.453369566,131.2280435,0
1AAf3a8RT8anVvomhMNovZqcZvzMpu4SAA,1412195,"('2011-06-13', 8)",16,1,28,28,67,6490.5,14092.33333,78500,1915,52.9,52.9,1.889285714,1.889285714,52.9,0
1CNro9uUexAq37iLhujf6j1CERa3wiEkZK,21249933,"('2011-02-06', 7)",202,3.661016949,216,59,67,51298,51617.36,130861,0,2928.883573,2928.883573,49.64209446,13.55964617,2928.883573,0
1AQdUYRXt4ktVFoHj2rrg6UZPx4zgM7aSp,20479138,"('2011-06-14', 5)",110,4.269230769,111,26,67,31055.5,53284.125,198740,3320,82.42579376,82.42579376,3.170222837,0.742574719,82.42579376,0
17sR9FtQsZsJkBKuvx6rFN7uuS8o8DyYZt,17890438,"('2011-11-01', 3)",29,1,23,23,64,40833.5,208871.5,3723121,1736,277.1926476,277.1926476,12.05185424,12.05185424,277.1926476,0
1PNwhgwwDV95mppm4UBtSzqTn8stXMk5qg,7496771,"('2011-07-07', 2)",44,2.375,38,16,66,45580,85394.125,216429,1097,50.9,54.92,3.18125,1.445263158,54.92,0
1Q1ov6TGSZp8bU9FF9aGAFtz7FuJb8rgXv,118852515,"('2011-05-14', 9)",104,111.6666667,335,3,61,40983,40983,40983,40983,2.98724896,34.80171948,0.995749653,0.10388573,34.80171948,0
17ffJRrQutX7ZAh8JXbemLsrHS9kXsYtZ7,336788,"('2011-03-28', 289)",4,5.157894737,294,57,59,0,265.652632,34457,0,11.52,11.52,0.202105263,0.039183673,11.52,0
1MaTutZYgWintNTdgokuzp8W4TU1T8GLBg,59384397,"('2011-05-27', 3)",40,14,42,3,58,75358.5,75358.5,149852,865,0.99,3.31,0.33,0.078809524,3.31,0
1NXAif83mHBpEP5xqMWoWQWo99awh9A28D,67128079,"('2013-03-05', 2)",26,1.153846154,15,13,67,153427,1681881.5,11321494,48643,166.7995582,166.7995582,12.83073524,11.11997054,166.7995582,0
1DWiCtsKvmvtQgBbbrosEWkxqkzcqCerC6,7467275,"('2011-04-01', 2)",38,3.555555556,32,9,65,44550,42701.66667,80023,3532,76.3,76.3,8.477777778,2.384375,76.3,0
1GhXwWyXQUerCCQLGSNSTQBvtZ2GN49WbA,114743814,"('2011-06-08', 2)",24,5.75,23,4,63,15031955.5,15031955.5,29979136,84775,2.71732,2.71732,0.67933,0.118144348,2.71732,0
187oyQbBSRx8azGY8EC3V9oTsm6bTD45Zb,33855216,"('2010-08-28', 10)",21,19,95,5,67,162184,597871.6667,1626260,5171,6.8,90.05,1.36,0.947894737,90.05,0
1JWkt8erb7SfrqpGMYkefNTdJKFiKuT4wp,60118802,"('2011-05-23', 4)",20,2.777777778,25,9,67,27158.5,7100441.875,56627154,0,30.27,30.27432379,3.363333333,1.210972952,30.27432379,0
18qYFmMp1AvGibYR4wQcp95f4P6BRcmP4r,22319318,"('2010-09-13', 4)",19,1,14,14,67,48486,40924.2,80054,0,4.6,4.6,0.328571429,0.328571429,4.6,0
1Ai9dQnbnoZL5DyA5tpo9qctVpri5vRAv2,193307487,"('2011-06-01', 5)",39,9.375,75,8,57,58850.5,18769338.5,74947819,11834,87.15,87.15000001,10.89375,1.162,87.15000001,0
1LrgSY29wMvEmJLkK7FAsWAWfGjn7cNqNT,3126706,"('2011-05-14', 6)",28,2.636363636,29,11,67,15151.5,19462.25,46322,1224,135.85,135.85,12.35,4.684482759,135.85,0
177mQNN8qNyxPqnrXyeaG5yxAtZGJgUefZ,70645488,"('2011-01-24', 2)",39,13.66666667,41,3,67,669038,669038,669038,669038,2.27,2.27,0.756666667,0.055365854,2.27,0
16woxNdZ54evfkq5brtedAcm3MqrxBsGoq,6585180,"('2011-06-25', 2)",24,1,16,16,67,23960,41578.46154,142391,2273,14.1239966,14.1239966,0.882749788,0.882749788,14.1239966,0
18n7j3D2nTbojv6m2rXbh7DmTBWzHyLwWw,176693587,"('2011-03-19', 22)",76,6.441860465,277,43,67,17225,1371101.829,47677104,0,60.87998186,60.87998186,1.415813532,0.219783328,60.87998186,0
1G4SBBsY1594hcQKWZiCbvJuhbuc52B4r2,13605707,"('2011-07-25', 12)",31,2.294117647,39,17,67,23999,154917.4,562498,0,1698.983,1698.983,99.94017647,43.56366667,1698.983,0
12q6vRjSdK689FSQ3ho6hPzbnRubkt3w5C,2699538,"('2011-05-09', 10)",21,25.75,103,4,65,5891,5183.666667,8200,1460,33.41647648,33.41647648,8.35411912,0.32443181,33.41647648,0
17TZGuH27UDwq7S9eL4e8ebHCDUE8WQjrt,6374371,"('2011-06-10', 5)",49,2.619047619,55,21,59,20669.5,28992.75,137384,2991,65.72,65.72,3.12952381,1.194909091,65.72,0
1JLbMx6YEfiZeSGdz98gVN1vdV5XPpRT5,5711238,"('2011-06-15', 2)",33,5.166666667,31,6,66,141302,131605.6,178682,78118,33.64,33.64,5.606666667,1.08516129,33.64,0
15bUoPQfXL4rv6nJEuQsFzeNBYXgPPhPiQ,11792398,"('2011-06-07', 2)",34,4.142857143,29,7,67,102170,111228,225759,5622,48.71,48.71,6.958571429,1.679655172,48.71,0
169FcSDDgedfHvBB8Kpkwso8jybsNCx3oq,13073694,"('2011-06-12', 14)",93,6.19047619,130,21,67,26900,38746,170887,1478,24.53543669,25.78587099,1.168354128,0.198352854,25.78587099,0
1QGpaoYGbSmhM3PGhAbkZaPXYb55KJGQMf,1554883,"('2011-02-10', 15)",14,73,73,1,32,162887,162887,162887,162887,0.11,4.26,0.11,0.058356164,4.26,0
1MTAaJNFDLyoAA7iesPm3PXTmC15udcsqd,152152772,"('2011-06-14', 5)",125,1.837837838,136,74,67,48540,262707.5625,5595752,0,868.8319962,868.8319962,11.74097292,6.38847056,868.8319962,0
19c85N2mVH3K9P5zcjYenpNHvVmZ6fnVAJ,71981038,"('2011-04-30', 6)",115,2.785714286,117,42,67,84135,494130.1622,10508991,0,19.87796543,19.87796543,0.436894462,0.156833909,18.34956739,0
1Hg2hXDqPEVwnscbMGxr9NKLewdpg2qv8C,7020456,"('2011-05-28', 3)",22,6,24,4,67,2479,19944.33333,56469,885,61.46,61.46,15.365,2.560833333,61.46,0
17mpxzyKu8tKw3j2UPBcL3SdMS6ALmfkuq,5351941,"('2011-07-17', 3)",29,1.8,27,15,67,1839.5,17376.4,54684,334,9.63,9.63,0.642,0.356666667,9.63,0
1DbNNuN6HupqB8bKE6C6XED19moWWyVWuZ,9512020,"('2011-02-09', 7)",18,1,21,21,67,15352,20001.16667,73200,0,1578.71,1578.71,75.17666667,75.17666667,1578.71,0
1ES8v7Dh4HmzYVAw8kZBzYrZ1DsEKhZns7,6717032,"('2011-06-02', 4)",50,2.043478261,47,23,67,35386,36228.06667,64583,15469,119.13,119.13,5.179565217,2.534680851,119.13,0
1JzUvLb2P2GcLjUCefpehD5pTbTPoBgerD,5971923,"('2011-05-22', 7)",25,1,30,30,67,10809,16046.44,85551,862,84.69,84.69,2.823,2.823,84.69,0
1KdqFvB3vwb8g5uPDG4K8tX1dnA9RJHBGJ,106583229,"('2013-08-10', 2)",78,4.857142857,68,14,67,313163,681224.6667,2425783,0,73.8495014,81.02206908,5.274964386,1.191501016,81.02206908,0
19DxZ3YvSaWL8hqcDaE8YLxrtt6RZQ6iMu,1401844,"('2011-05-24', 15)",10,7,56,8,57,26695,26695,26695,26695,4.92,4.92,0.615,0.087857143,4.92,0
1LWB7CaZvRC4ZQ7XbzDSVLa89Wg13U9S5M,17165408,"('2011-06-06', 3)",16,8,24,3,47,7820870.5,7820870.5,12278222,3363519,4.47082409,5.25410178,1.490274697,0.218920908,5.25410178,0
15AmMo81EttmZpZpBeuF8Z8SMgKvpkP5Wo,15771913,"('2011-06-19', 5)",39,2.105263158,40,19,67,55211.5,120191.6,611878,1138,77.37,77.37,4.072105263,1.93425,77.37,0
1PfJahDfppwJqf5K4R8hiD2iWhHqwZLMkZ,9087239,"('2011-05-31', 8)",73,4.416666667,106,24,67,1928,14521.90476,62172,0,58.03407453,58.03407453,2.372253105,0.537113911,56.93407453,0
1MMCKpEPP4DA1rEEXkWchwdejaqjPp5eGL,19078584,"('2011-07-29', 2)",25,1.076923077,14,13,67,188947,371891.6667,1300836,7018,482.1796281,482.1796281,37.09074062,34.44140201,482.1796281,0
192B1uxJa3Ta6XD1ho4cYdnnQoV27tiPvX,8673113,"('2011-04-26', 4)",20,3.375,27,8,67,8047,8047,9557,6537,30.94,30.94,3.8675,1.145925926,30.94,0
15UJzbCnCQQiodhwXHQSK5B249wQnrEkkX,5100073,"('2011-06-16', 3)",39,2.473684211,47,19,64,11621,27450.52632,99611,0,23.12256768,23.12256768,1.216977246,0.491969525,23.12256768,0
134Uxh1vJPabS2u2C2Lrmn2ydmqVjVXhSK,32148673,"('2011-02-27', 8)",26,6.714285714,47,7,67,1314726,1981973.5,5297621,821,85.58012166,85.58012166,12.22573167,1.820853652,85.58012166,0
18vShxPbTcxT5pk1Ng5Kta6eh72XTuudCP,58391145,"('2012-09-24', 4)",129,2.471698113,131,53,67,37459,45024.84444,139993,0,1550.471001,1550.471001,29.25416983,11.8356565,1550.471001,0
19WDt1jPMFQkASLxpoQx9hPpNiEdKwXikM,85286965,"('2012-01-24', 3)",512,10.63265306,521,49,67,23175,165228.7727,3506825,301,2067.24,2067.24,42.18857143,3.967831094,2067.24,0
1JYJCSsva4rx7gXmEZ8tpkpHcfVHUhyMqU,7192341,"('2011-08-04', 4)",52,4.785714286,67,14,67,5892,25875.76923,150829,0,26.6707499,26.6707499,1.905053564,0.398070894,26.6707499,0
1HR6NFHnYc5U8A2EzML1ZpxLBmky6NnWWm,65913933,"('2011-05-16', 2)",55,5.333333333,48,9,67,65030,61899.4,141360,14522,12.43381458,12.43381458,1.381534953,0.259037804,12.43381458,0
14F9yAWwk347sapX6Ab7cczUUPs7UWoLeQ,26301135,"('2010-12-18', 21)",100,2.12195122,174,82,67,67793,104486.9344,573437,0,550.5699086,550.5699086,6.714267178,3.164194877,550.5699086,0
154L59eWugHss9raWdnDpYDUN2z5xZaw4r,6402430,"('2011-06-12', 8)",64,1.022222222,92,90,67,10864.5,19650.40323,76958,0,58.57,58.57,0.650777778,0.636630435,58.57,0
1JZfHWTdBkEZSxZfs7svW7pwqQH47SaH7Y,1883542,"('2011-04-28', 3)",17,3.5,21,6,67,38225,88844,222164,6143,22.48,22.48,3.746666667,1.07047619,22.48,0
16u7Zyv5kThbR1LeAgbNwtodKZVuYPjQtB,64780039,"('2011-04-09', 6)",22,2.090909091,23,11,67,196898,196898,322888,70908,83.98,83.98,7.634545455,3.651304348,83.98,0
18zrGiYPgRNwoBLBtz6PBEKivbNBVEbxzy,3033413,"('2011-05-16', 4)",17,1,17,17,62,2552,7594.125,49514,275,33.5,33.5,1.970588235,1.970588235,33.5,0
1BgwZcPHcPBbGFngSKvzr8i3z7xfyj3Lx2,65872362,"('2011-05-14', 3)",19,2.111111111,19,9,67,4396,115147.7143,768947,832,10,10,1.111111111,0.526315789,10,0
1HvTT3RWSqP5GMXcw6hNQxWysJ9tw9ckGQ,5331086,"('2011-05-15', 8)",22,27.5,55,2,59,5987,5987,11108,866,1.36196242,1.72384657,0.68098121,0.031342665,1.72384657,0
1LxsQZ3DME44HzsS1k6d61CWzJy6ZNLBA8,2562312,"('2011-05-28', 4)",30,2.157894737,41,19,67,25450,36013.17647,104710,1086,164.29,164.29,8.646842105,4.007073171,164.29,0
1HyxhSRFP1ik7iKSwTo7DDiBe8no1EctbC,1645472,"('2011-01-05', 171)",14,1.026153846,667,650,34,0,406.230216,20780,0,6.67,6.67,0.010261538,0.01,6.67,0
12Qq5cBJMtkWbSu37fic5DhXxmtdjDV41u,8868762,"('2011-04-11', 3)",49,1.695652174,39,23,67,75551,150596.2941,602779,20091,172.4931214,172.4931214,7.49970093,4.422900548,172.4931214,0
12JpCSXjEtUaVuo9Th9YnoSt2nD9cm7otd,5367664,"('2011-04-17', 4)",15,1,15,15,67,22785.5,24823.25,47678,6044,0.33,0.33,0.022,0.022,0.33,0
1Cosha5dZCTMe6EpZc95C1AceFiSyjwYei,58359113,"('2011-06-09', 3)",28,4.5,36,8,65,21268,302271.6667,875977,9570,66.44108477,66.44108477,8.305135596,1.845585688,66.44108477,0
1DEyCoNBuVoFGWdswXWF17royo8KQbnSAb,55480971,"('2011-06-03', 12)",30,16,64,4,59,41305,41305,77770,4840,50.03,50.03,12.5075,0.78171875,50.03,0
1Gmwcr5hPzinbXjDRXCZtJpiQjcNcLrZxq,21458174,"('2011-06-12', 3)",111,7.3125,117,16,67,29013,74619.66667,421672,5815,153.3578552,153.3578552,9.584865949,1.310750899,153.3578552,0
1KUZotkEjJ9xoSkTKPYPyj3cnUZ3TsjLk8,53443928,"('2011-12-26', 11)",411,42.27272727,465,11,67,44881.5,44881.5,86313,3450,409.6352508,409.6352508,37.23956826,0.880936023,409.6352508,0
17UGTZU4uFnRzzzT36FkDbPRXUw9cpFM7L,183253,"('2011-05-15', 12)",3,4.2,21,5,64,4685.5,4685.5,9184,187,7.07,7.07,1.414,0.336666667,7.07,0
13ufJ1q31XtXt94a717HFKg6nGgKzatWQL,21530658,"('2011-05-23', 4)",58,2.541666667,61,24,67,43991,68155.52941,348178,1455,61.16,61.16,2.548333333,1.002622951,61.16,0
1JLvziEJ2UL177qWiNMvz8YvFusirh1wkD,2684843,"('2011-06-15', 6)",28,6.285714286,44,7,66,13005,15921.5,41894,4145,7.65,7.65,1.092857143,0.173863636,7.65,0
16y85Gxihunn7nkgkNRGudSy9FwBDyphpq,12205608,"('2011-06-06', 14)",77,11.66666667,175,15,67,16138,67796.63636,560561,1645,63.36451017,63.36451017,4.224300678,0.362082915,63.36451017,0
18x2MibkLzApDMNJfvRP4BjnzRPvRwRaro,82760039,"('2013-05-02', 3)",23,2.5,20,8,66,171575,3506436,13681932,662,27.6528,27.6528,3.4566,1.38264,27.6528,0
1MZY4Ct4B8X5QTqbWSnt5ty1PbFrrGjeiR,7694682,"('2011-04-09', 19)",56,1,98,98,67,11949,20537.53571,158498,0,155.52,155.52,1.586938776,1.586938776,155.52,0
1P7e9dLauaecGAGN8eDSfaYifeYtLbFiLb,32147246,"('2011-07-04', 3)",108,7.714285714,108,14,66,64392,986017.7273,10224422,30889,85.6,86.41,6.114285714,0.800092593,86.41,0
1CtNGMTrzraQuQhvcR33haTw2Erg2tWF5M,64503689,"('2011-02-27', 19)",34,12.76923077,166,13,67,2762.5,9823.25,33768,0,29.49,29.49,2.268461538,0.177650602,29.49,0
1PPSbaxgNDkMU3em6LQcfWLCCX5qiyhUY,2721641,"('2011-06-14', 9)",15,13,39,3,67,198560,198560,198560,198560,6.00425566,6.00425566,2.001418553,0.153955273,6.00425566,0
135eMjuGfRUSbwzphGsZLixYLHd2kYHNeG,14940392,"('2011-02-10', 8)",30,1.172413793,34,29,67,18757,102111.7143,448806,5054,308.22,308.22,10.62827586,9.065294118,308.22,0
15tw2ik3hQQchEQLWX7Wk2131Jw6KKmMvh,3798305,"('2011-05-13', 4)",39,1.117647059,38,34,67,12083,26516.74194,108377,0,58.54,58.54,1.721764706,1.540526316,58.54,0
1Q1fVmWxfXeBy41r9EAfkQ8wZqA3djUHFg,4187763,"('2011-06-21', 5)",37,3.285714286,46,14,67,23327,54087.44444,145390,1248,30.3,30.3,2.164285714,0.658695652,30.3,0
1M9Z6wuLBn4kMJaq2Mj4pBQ1iZtTQSC583,111200145,"('2012-09-11', 6)",43,5.25,42,8,65,50869.5,242497,868249,0,0.58071502,0.6622872,0.062392855,0.013826548,0.58071502,0
1Jijy82a2j8DrDVyfgoEBGcATUfNVrW1H2,19696365,"('2011-05-09', 2)",26,2.5,20,8,65,116733,187064.6667,421313,23148,158.65,168.95,19.83125,8.4475,168.95,0
1L3GxCRZwXEh8VwpPAociZQdTkhSHKGMoY,193833716,"('2011-06-08', 9)",46,1.122807018,64,57,67,10791,24397.31707,165821,1615,70.56001,70.56001,1.237894912,1.102500156,70.56001,0
1FTnKFNrdQtLHJSKKucLA1TL6SVxEfd3FT,7733033,"('2011-05-05', 19)",87,7.526315789,286,38,50,14298,22466.7027,71419,0,28.39,28.39,0.747105263,0.099265734,28.39,0
1Fk4DVGCGoXAiYCUMU7z97kyxDQZNCof24,14743807,"('2011-06-29', 8)",93,2.670454545,235,88,67,6428,12945.37778,197640,0,528.9438373,528.9438373,6.010725423,2.250824839,528.9438373,0
1G6ULp7PywotHYPbTXkLsob7QmKoqo13Ed,28339808,"('2011-07-11', 3)",72,3.388888889,61,18,67,151913.5,203350.9,442354,21397,124.2477314,124.2477314,6.847096191,2.020454614,123.2477314,0
1DG8UzTQ5EsGBsXD5K3Cj9nVDAoAMbg5vH,80849146,"('2013-12-11', 6)",67,4.0625,65,16,67,33894,273268.6923,2665924,0,142.9781175,142.9781175,8.936132343,2.199663346,142.9781175,0
18GRe3MxMjnpmtzLXj69hWfWy7rAfQbaii,206879308,"('2013-11-08', 3)",37,1.222222222,22,18,57,17998177,17998177,17998177,17998177,228.9581013,228.9581013,12.71989452,10.40718642,228.9581013,0
1fDmsb5dc3HbdZBRw2RVM1tAQBbptZp3e,183963366,"('2012-06-25', 2)",60,8.142857143,57,7,67,240841.5,343352.1667,801978,22873,27.92518507,27.92518507,3.989312153,0.489915528,27.92518507,0
1HfmxWDPbU5s5e1iUBaz9GGumfre6j35bY,55467638,"('2011-05-18', 6)",19,1.5,18,12,66,21797,287344.4,1231948,2537,643.15,643.15,53.59583333,35.73055556,643.15,0
1CKQ4GLgTzKesEE63djmtSmZkPRBay4bja,5072833,"('2011-06-02', 7)",21,1.037037037,28,27,0,11957.5,25767,108821,4594,0.59149208,0.59149208,0.021907114,0.021124717,0.59149208,1
19j3AsFK8V1Dzy9BDrJA9R7UccM8erGRSa,8311590,"('2011-06-24', 5)",41,1.045454545,46,44,67,13608.5,26951.20588,166242,2537,32.60960038,32.60960038,0.741127281,0.708904356,32.60960038,0
14rbkT8HxK7bFYWRw7fScUiFuXjVocjBnv,8507632,"('2011-06-30', 3)",37,8.666666667,52,6,65,3754,37774.2,163938,1471,17.31876596,17.31876596,2.886460993,0.333053192,17.31876596,0
12hjZwapQEZLPxCfMtdwKYnVnJhJQURx35,79113261,"('2011-06-13', 3)",16,13.5,27,2,41,56746,56746,56746,56746,0.37732976,0.37732976,0.18866488,0.013975176,0.37732976,0
1QGumSo8ja5EZeTK9uQGf3Gedo2frtPGsT,1723014,"('2011-06-11', 11)",17,1.042553191,49,47,67,4959,7994.909091,39311,927,56.59,56.59,1.204042553,1.154897959,56.59,0
1AZaDiJuJnH51RWzCTVrNcPdCLjmqiwcjg,56442491,"('2011-07-30', 5)",90,1.846153846,72,39,67,123417,367077.3333,2843926,2319,71.18369465,71.18369465,1.82522294,0.988662426,71.18369465,0
1AeaSwbZdXVXas4PmbAvx3EdPNfrWvQKp9,60752545,"('2013-01-26', 10)",27,1.3,26,20,63,32602,636071.2,1730383,519,7096.382592,7096.382592,354.8191296,272.937792,7096.382592,0
1Hu3o3MYCs611AkDbQgn1Z7AVXTBrr4zXh,98921646,"('2011-04-10', 26)",13,3.611111111,65,18,67,8441,601690.4667,8288339,0,2.5798,2.5798,0.143322222,0.039689231,2.5798,0
12BTndQ82WvTe1Ph6XwGe2k4MLP69YJVgq,20268361,"('2011-05-24', 6)",38,1,36,36,67,21749,25623.24138,72579,3006,31,31,0.861111111,0.861111111,31,0
1K3BVEK63Kk5gm9vcQ9ioSbw64MTjDnha,1232654,"('2011-03-13', 29)",5,1.25,20,16,66,9204,7146,11909,100,0.72,0.72,0.045,0.036,0.72,0
125ezfxXy2CcP22oiHDDR7KJbiZb3oTiKK,16236802,"('2011-05-28', 36)",81,1.072463768,222,207,67,7752,13251.328,95125,0,1891.56062,1891.56062,9.13797401,8.520543334,1891.56062,0
1Ersv1wtct7AnSdGwQjq66N3npr3RoPUXa,3412889,"('2011-06-26', 3)",34,1.652173913,38,23,60,1292.5,8196.409091,122827,240,53.13,53.13,2.31,1.398157895,53.13,0
1CbcZfzdxFf5qQyydbJ44S6JTtarMDztP6,75443838,"('2011-06-03', 5)",163,2.78125,178,64,67,13736,134190.4762,2146333,0,256.71,256.71,4.01109375,1.442191011,256.71,0
1Q8pabQYDSBQJ3cTMdwqDzFDjkc1zzQ1EP,23635179,"('2011-07-06', 3)",36,1,26,26,67,36752,93088.1,647119,4398,102.36944,102.36944,3.937286154,3.937286154,102.36944,0
14rBvF8Gi6jcCjc9sGZBW7tcCKMbMmpvNa,2537200,"('2011-06-24', 3)",30,1.16,29,25,67,29081,35145,83023,0,27.59,27.59,1.1036,0.95137931,27.59,0
1GMroNco3PcEtSHoJT5KZq1zqe9JV5hNJg,201388462,"('2011-06-07', 3)",72,1.256410256,49,39,67,77710,602017.9091,7182722,0,98.34413419,98.34413419,2.521644466,2.007023147,98.34413419,0
14b3WrAfqJXcBd1SWhrh4zrTnCZsq1pSVX,77360938,"('2011-05-02', 4)",25,4.166666667,25,6,63,29481,489521.6667,1424458,14626,204.28,204.28,34.04666667,8.1712,204.28,0
1KGXHQDFAsS2wsuQHLgw1KrSH1P5W5Ci6k,84162759,"('2013-01-28', 14)",13,4.125,33,8,67,3237704.5,3237704.5,5645349,830060,224295.1,224295.1,0.002803689,0.000679682,0.02242951,0
18h2iAVNcSkFxAWuBMupryzhDRwhbdQmes,55207744,"('2011-06-01', 4)",13,9,36,4,67,14894,14894,14894,14894,21.8,21.8,5.45,0.605555556,21.8,0
1BraGygW4rXbWiYehAMEhs2XNNjJM6hXh1,4737035,"('2011-04-12', 6)",39,2.608695652,60,23,67,1002,6009.052632,54447,194,24.12,24.12,1.048695652,0.402,24.12,0
1UtjX3aPEXy3LmMGPmq7jBeSBFWt1TUj7,88539464,"('2011-07-28', 2)",39,5.714285714,40,7,66,2499.5,51401.33333,262473,0,8.33,8.33,1.19,0.20825,8.33,0
1DZhFsfQNacJZjUrFHZXMCBc2qNkWm1yJo,1672567,"('2011-05-30', 3)",18,2.714285714,19,7,66,29590,30190,55821,10152,42.74,42.74,6.105714286,2.249473684,42.74,0
13PA81Hv15xwarZPER98tSGwqz7egHNbfw,2800570,"('2011-06-01', 5)",24,1,23,23,67,12014,25545.9375,90400,2317,68.99,68.99,2.999565217,2.999565217,68.99,0
1Bdfwar5qRa56eBSzT6ST2RhQzKD5vrzuu,3516116,"('2011-06-30', 3)",35,15,60,4,56,8704,9748.5,20952,634,5.05,5.68,1.2625,0.094666667,5.68,0
1Nb7f1NwFvnceE2euCALR3MooTCvdWxMwp,60298218,"('2011-05-23', 4)",166,11.5,161,14,67,22967,77739.7,349475,1553,209.34,209.34,14.95285714,1.300248447,209.34,0
1apvFupdrs8gLMSgy9RH1mxFm8a8tzrBF,5531801,"('2011-03-24', 3)",24,2.444444444,22,9,67,80138,84467.25,166358,11235,3.59,3.59,0.398888889,0.163181818,3.59,0
18xMfDqDL9NKUEJ2s8TqN5PyDtJn1736vy,211842640,"('2017-08-13', 5)",87,2.35,94,40,64,101521,919238.2222,9570198,0,2730.307874,2737.362802,67.52715161,28.81001056,2708.140992,0
1JfBkeXXmw6HhCTYRkQCPbVc1JR3yfKY6H,7637107,"('2011-05-14', 5)",34,7.5,60,8,66,41727.5,79459.83333,246662,5422,38.13,38.13,4.76625,0.6355,38.13,0
14PXZ4w3Peu8Vj24s3fdbhotLq9Cx5hvJZ,2237343,"('2011-06-08', 5)",17,1.5625,25,16,67,1169,9457.461538,47803,202,4.49,4.49,0.280625,0.1796,4.49,0
1kwi5aVN3aXSuq3DFbFAVVEYHWjxqz8XP,2687897,"('2011-05-18', 11)",30,1,49,49,67,7280.5,16015.83333,56874,338,45.89,45.89,0.936530612,0.936530612,45.89,0
18j2smzqda2UuDAMCnEGaWkoyQzD7GF72,15832867,"('2011-01-25', 4)",34,3.444444444,31,9,66,145170.5,369940.6667,1548500,47328,55.08,55.08,6.12,1.776774194,55.08,0
15djcHh51fCt9GgAfFehARc4GYoVYLtgCf,5529559,"('2011-07-24', 3)",26,1,26,26,67,33365,32804,109060,5004,181.66,181.66,6.986923077,6.986923077,181.66,0
1CzLwWMSvL7wty8nMpNe26D13e7HpaN5mf,4159591,"('2011-05-16', 4)",18,1.923076923,25,13,67,6361,56885.45455,528952,591,26.27928303,26.27928303,2.02148331,1.051171321,26.27928303,0
1HjyaoWEpxFJX3GNMioMAxvPTSXAEc571F,100180119,"('2013-08-20', 2)",26,3.5,21,6,65,667231.5,5174838,19359741,5148,5.8861516,5.8861516,0.981025267,0.280292933,5.8861516,0
16xwBuVc8abpJSxjTgbnbwDAbdiqT4QR7e,35122649,"('2011-05-24', 19)",191,7.333333333,748,102,67,11903.5,29341.40816,277471,0,609.06,609.06,5.971176471,0.814251337,609.06,0
136iwx8vwCG7W4WNLnZTLW64kXiNRfjBtj,30821295,"('2011-08-09', 5)",75,2.071428571,87,42,67,8110,43731.18919,441891,0,43.35449912,43.35519912,1.032249979,0.498335622,43.35519912,0
1Jw7jv4U4ung5yDFva2Ja8oUPrZEP8eiBC,35529252,"('2011-07-29', 7)",122,1.681818182,111,66,67,42034.5,209186.2115,6866108,956,109.0895539,109.0895539,1.652872028,0.982788774,109.0895539,0
